0,0,0,0.36815,0.26654,0.46376,0.84205,0.49495,0.77869,0.39082,0.54682,0.25291,0.28153,1
0,0,0,0.72389,0.34152,0.23252,0.41099,0.35877,0.75719,0.32585,0.59094,0.27515,0.53023,3
0,0,0,0.68478,0.48566,0.25242,0.63946,0.27135,0.59943,0.32993,0.45858,0.52088,0.28771,4
0,0,0,0.61194,0.50599,0.41884,0.65267,0.12481,0.50585,0.6568,0.34304,0.64682,0.41743,5
0,0,0,0.40492,0.5983,0.52425,0.64897,0.03335,0.54948,0.63231,0.52311,0.68104,0.42718,7
0,0,0,0.29742,0.5638,0.66641,0.83994,0.078828,0.45179,0.37483,0.68577,0.7488,0.44831,8
0,0,0,0.31639,0.53403,0.3951,0.55388,0.36685,0.79513,0.34864,0.66657,0.49487,0.40507,9
0,0,0,0.36604,0.48614,0.28305,0.78896,0.55382,0.76288,0.36429,0.59874,0.57255,0.27438,10
0,0,0,0.5103,0.47464,0.34354,0.56683,0.32668,0.7025,0.32721,0.59184,0.54586,0.27861,11
0,0,0,0.36487,0.25945,0.48162,0.8225,0.4813,0.82232,0.40272,0.54922,0.27926,0.28186,1
0,0,0,0.4623,0.26938,0.41526,0.73217,0.47398,0.86974,0.38844,0.61345,0.28713,0.43986,2
0,0,0,0.72037,0.35098,0.21822,0.40412,0.35953,0.77015,0.30918,0.60204,0.24298,0.53739,3
0,0,0,0.6808,0.48173,0.25038,0.63127,0.29459,0.51913,0.42279,0.38745,0.59274,0.29909,4
0,0,0,0.62553,0.53844,0.3734,0.61859,0.14149,0.58805,0.58673,0.37395,0.65777,0.34038,5
0,0,0,0.55855,0.51623,0.4464,0.58373,0.11572,0.56118,0.60612,0.31092,0.63963,0.39727,6
0,0,0,0.29508,0.55514,0.66718,0.8402,0.055836,0.44357,0.37585,0.70168,0.75667,0.45091,8
0,0,0,0.33443,0.51166,0.32848,0.53222,0.37317,0.7398,0.47721,0.54652,0.68617,0.35761,9
0,0,0,0.36019,0.48598,0.27616,0.80032,0.54851,0.7613,0.36871,0.61164,0.52943,0.30787,10
0,0,0,0.53044,0.46046,0.33691,0.5803,0.30773,0.67531,0.33163,0.65876,0.52806,0.27243,11
0,0,0,0.36206,0.25378,0.47116,0.84522,0.48838,0.79734,0.40068,0.55912,0.32067,0.27276,1
0,0,0,0.47916,0.26497,0.38693,0.69097,0.4621,0.87164,0.44966,0.60504,0.38364,0.408,2
0,0,0,0.7274,0.36374,0.19959,0.43317,0.39641,0.75561,0.30204,0.60114,0.25941,0.49707,3
0,0,0,0.67892,0.47574,0.24936,0.64131,0.28727,0.56181,0.3568,0.45048,0.56331,0.27081,4
0,0,0,0.60328,0.53891,0.34661,0.61278,0.18191,0.6105,0.49864,0.42347,0.59959,0.32347,5
0,0,0,0.54426,0.53639,0.42292,0.5523,0.14401,0.52292,0.67517,0.27341,0.62286,0.41547,6
0,0,0,0.36909,0.55514,0.5342,0.63946,0.10965,0.3013,0.74898,0.47239,0.6694,0.54519,7
0,0,0,0.28689,0.56695,0.6608,0.80349,0.02855,0.44641,0.40578,0.68908,0.74572,0.46651,8
0,0,0,0.35105,0.48677,0.33589,0.54305,0.34361,0.80114,0.40476,0.66417,0.60643,0.42945,9
0,0,0,0.55082,0.45699,0.3438,0.57528,0.29788,0.70376,0.31599,0.67497,0.4822,0.30982,11
0,0,0,0.37166,0.24874,0.45406,0.8365,0.48838,0.79387,0.42993,0.55642,0.35455,0.27211,1
0,0,0,0.50328,0.25599,0.36141,0.6524,0.4477,0.89346,0.45136,0.62695,0.4295,0.44896,2
0,0,0,0.73302,0.3661,0.18096,0.48072,0.40652,0.72589,0.32687,0.60864,0.25565,0.49025,3
0,0,0,0.68431,0.49134,0.22231,0.63286,0.31607,0.59437,0.33605,0.44688,0.52806,0.28153,4
0,0,0,0.51429,0.5523,0.40531,0.52377,0.20111,0.43693,0.73027,0.2524,0.564,0.49545,6
0,0,0,0.38689,0.5356,0.52118,0.65029,0.09146,0.37464,0.7085,0.48439,0.70363,0.5078,7
0,0,0,0.26628,0.56002,0.67356,0.78315,0.12986,0.24945,0.5983,0.46369,0.81725,0.5868,8
0,0,0,0.37307,0.44896,0.3438,0.55679,0.35018,0.78059,0.39116,0.71399,0.63244,0.42003,9
0,0,0,0.35691,0.48173,0.22818,0.79556,0.56847,0.71451,0.44626,0.52041,0.62252,0.31404,10
0,0,0,0.5904,0.46093,0.31291,0.55018,0.29384,0.72242,0.32109,0.68968,0.44832,0.37029,11
0,0,0,0.37892,0.24638,0.43517,0.82303,0.49318,0.78976,0.47619,0.53601,0.38364,0.24512,1
0,0,0,0.50703,0.26166,0.33742,0.62044,0.43987,0.88966,0.45952,0.63145,0.41718,0.48179,2
0,0,0,0.69227,0.34279,0.195,0.49208,0.405,0.72368,0.31395,0.61645,0.24914,0.5078,3
0,0,0,0.68197,0.49181,0.20214,0.65346,0.31986,0.59532,0.31633,0.48199,0.46543,0.29941,4
0,0,0,0.53864,0.50441,0.34609,0.60961,0.30723,0.61555,0.45204,0.37395,0.54209,0.37094,5
0,0,0,0.4103,0.5293,0.4829,0.61965,0.072259,0.454,0.67823,0.5081,0.71389,0.47757,7
0,0,0,0.23489,0.58617,0.64727,0.72372,0.0098535,0.44926,0.50578,0.63415,0.75941,0.44798,8
0,0,0,0.39063,0.41982,0.32338,0.55679,0.3431,0.76352,0.39388,0.73559,0.61396,0.4883,9
0,0,0,0.35761,0.48015,0.19372,0.79768,0.56266,0.70471,0.45714,0.55432,0.63587,0.2474,10
0,0,0,0.61241,0.44644,0.31598,0.54543,0.26074,0.67278,0.33571,0.68998,0.50068,0.36638,11
0,0,0,0.37635,0.23771,0.42139,0.8439,0.49874,0.78343,0.49014,0.53451,0.37269,0.22009,1
0,0,0,0.68126,0.33459,0.21465,0.49234,0.4141,0.73569,0.31293,0.63385,0.24846,0.52016,3
0,0,0,0.66581,0.47275,0.23762,0.67908,0.33047,0.56181,0.32823,0.4916,0.45654,0.30689,4
